"","PROVINCE","urban","age","gender","I1_3_1","party","army","sec_lan","f_b_hukou","f_n_hukou","m_b_hukou","m_n_hukou","b_hukou","n_hukou","local_hukou","migrant_hukou","cungaiju","u_w_m","u_c_m","r_m","p_m","uint_add_m","br_m","bus_m","I1_20_1","I1_20_2","n_r_o_i","I1_20_4","I1_20_5","I1_21","I1_22_1","I1_22_2","I1_22_3","tech_edu","I2_10","work_exp","I3a1_1","I3a1_2","I3a1_5","I3a1_9","I3a1_14","I3a1_16_1","I3a1_16_2","I3a1_16_3","I3a1_19_1","I3a1_19_2","I3a1_19_3","I3a1_20_1","I3a1_20_2","I3a1_20_3","I3a1_20_4","I3a1_20_5","I3a1_20_7","I3a1_20_8","I3a1_20_9","I3a1_21","I3a2_1","friend","psychofriend","discussfriend","moneyfriend","memberelect","happy","happycp","I7_7_1","I7_7_2","I7_9","soccls","b_soccls","I7_10_3_1","t_soccls","soctrs","I9_1","I9_2","arm","health","I9_5","I9_6","ill","I9_8","I9_9","I9_10","I9_11","I9_12","I9_14","interviewway","reject","impat","itviewer_trust","fudge","colla","rely","lang","sinitviewer","look","sinitviewee","rtype_u","belief","edu","fedu","medu","jobmean","dinner","socresp","localsc","comlk","plan","u","d"
"1994",520000,1,40,1,520000,0,0,1,1,4,1,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,2,1,2,3,2,3,1,1,1,1,1,1,1,3,1,NA,2,2,2,2,3,6,6,1,5,4,6,2,8,1,1,164,122,170,3,2,1,0,1,30,3,2,0,0,1,4,4,4,4,4,4,2,0,7,0,0,0,3,1,1,0.879676163196564,0.534723222255707,2.39475440979004,1,-0.195746496319771,8,0.236806929111481,1
"1995",130000,1,31,0,130000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,6,5,4,1,4,3,6,5,7,7,2,162,120,152,1,1,1,0,1,NA,2,3,0,0,1,4,4,3,3,3,3,1,0,5,0,1,0,2,1,2,0.213833928108215,-0.0224443431943655,0.239654049277306,0,-0.195746496319771,8,0.236866369843483,1
"1996",620000,0,29,1,620000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,6,4,1,4,3,3,4,4,3,172,160,170,3,1,3,1,0,1,1,1,0,0,1,1,3,3,2,3,3,1,1,4,1,1,0,3,2,1,-1.34824919700623,0.84146636724472,1.60588848590851,1,1.42646050453186,2,0.236929476261139,1
"1997",410000,0,30,0,410000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,3,2,4,3,4,6,7,3,1,165,108,155,2,1,2,0,0,0,3,3,0,0,1,4,4,3,3,4,4,2,1,6,0,1,0,2,2,2,0.492461562156677,NA,0.239654049277306,1,0.66414999961853,1,0.237040892243385,1
"1998",610000,0,56,1,610000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,1,5,5,1,5,4,5,5,0,0,3,160,104,158,1,1,1,0,0,0,4,4,1,1,1,4,4,3,3,3,3,1,1,6,0,1,0,3,1,1,-0.25237762928009,-0.922452747821808,0.239654049277306,1,0.66414999961853,8,0.237075865268707,1
"1999",530000,0,59,0,530000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,1,5,4,3,1,5,10,4,10,4,3,165,120,160,2,3,1,0,1,60,1,1,0,0,1,4,4,4,4,4,4,2,1,NA,0,0,0,1,3,1,0.464890986680984,-0.922452747821808,-0.431529670953751,1,1.42646050453186,2,0.237145096063614,1
"2000",420000,1,19,0,420000,0,0,1,1,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99999,99999,99999,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,5,5,3,4,4,6,5,7,5,2,167,104,165,2,2,2,0,0,0,3,4,0,0,1,4,4,3,3,3,3,1,1,8,0,0,0,3,4,2,NA,0.0103522762656212,-0.549211859703064,1,-0.960555553436279,2,0.237173289060593,1
"2001",510000,0,47,1,510000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,3,4,1,3,4,3,1,0,1,3,167,120,168,2,1,1,0,0,0,1,1,1,1,1,3,2,4,1,3,4,2,0,6,1,1,0,1,1,1,NA,-0.922452747821808,0.239654049277306,1,1.0465544462204,2,0.237176656723022,1
"2002",210000,1,40,1,210000,1,0,1,1,2,1,2,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,2,4,4,1,2,2,2,2,1,2,3,3,1,NA,2,2,2,2,3,4,4,2,5,4,4,4,4,4,3,165,135,165,2,1,1,0,0,0,3,2,0,1,1,4,4,4,4,4,4,1,1,8,0,1,0,4,3,1,-0.137312918901443,0.766929626464844,0.239654049277306,1,-0.578151047229767,8,0.237204506993294,1
"2003",350000,0,46,1,350000,0,0,0,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,3,3,4,4,3,1,1,1,3,NA,2,NA,3,1,NA,5,2,2,5,1,3,2,3,4,3,3,3,4,1,3,160,148,160,2,1,1,0,0,0,2,2,1,1,1,4,4,3,3,3,3,2,1,5,0,1,0,2,2,1,-0.94632351398468,1.21099627017975,-0.431529670953751,1,1.0465544462204,2,0.237386792898178,1
"2004",370000,0,50,1,370000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,2,2,2,3,0,4,8,3,3,175,120,175,1,2,2,0,0,0,3,2,1,1,1,2,2,2,2,3,3,2,1,5,1,1,0,2,2,1,-0.94632351398468,0.144271776080132,-1.91544628143311,1,0.66414999961853,8,0.237466052174568,1
"2005",420000,1,30,0,420000,1,0,1,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,4,4,1,1,4,3,1,1,1,1,1,1,NA,3,2,3,1,1,6,6,2,4,4,8,8,8,8,3,155,103,155,3,1,1,0,0,0,3,3,0,0,1,4,4,4,3,3,3,2,0,8,0,0,0,4,4,3,0.78997415304184,0.144271776080132,0.239654049277306,1,-0.578151047229767,2,0.237519890069962,1
"2006",130000,0,48,1,130000,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,2,3,2,1,1,3,3,3,3,3,3,3,1,NA,5,2,2,2,1,6,6,2,4,4,6,5,5,3,3,175,130,170,2,1,1,0,0,0,2,2,1,1,1,4,4,4,4,4,4,1,0,8,1,1,0,3,3,1,0.202304497361183,-0.922452747821808,0.239654049277306,1,0.66414999961853,8,0.237611517310143,1
"2007",360000,0,26,0,360000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,6,4,1,5,3,3,3,6,2,2,158,110,155,1,1,3,0,1,0,2,2,0,0,1,4,4,4,3,4,3,1,1,6,0,0,0,1,3,1,0.349469989538193,NA,0.239654049277306,1,-0.958057045936584,1,0.237713187932968,1
"2008",430000,0,56,1,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,5,4,1,1,4,6,4,6,3,3,162,116,162,3,3,1,0,0,0,2,2,1,0,1,4,4,4,4,4,4,2,1,7,0,1,0,1,2,1,NA,NA,-2.68044519424438,1,-0.578151047229767,8,0.237839803099632,1
"2009",420000,0,63,0,420000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,1,2,4,4,4,2,5,1,3,150,100,150,2,2,1,0,0,0,2,2,0,0,1,4,4,3,2,3,3,1,0,5,0,0,0,1,1,1,-0.660340368747711,-0.922452747821808,0.239654049277306,1,0.66414999961853,8,0.237927839159966,1
"2010",650000,0,31,1,650000,0,0,0,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3,2,3,2,3,3,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,5,6,3,2,4,8,6,10,9,3,165,140,172,2,2,2,0,0,0,2,3,0,0,1,4,4,3,3,3,3,2,0,6,1,0,1,2,1,1,-0.505819320678711,0.310987889766693,0.239654049277306,1,-0.295830965042114,8,0.237953439354897,1
"2011",650000,1,32,0,650000,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,2,1,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,2,2,2,2,3,3,1,2,2,3,2,5,2,3,160,110,140,2,2,2,0,1,5,1,3,0,0,1,4,3,3,3,3,3,1,1,7,0,1,1,3,1,1,0.932965755462646,0.701439321041107,-0.431529670953751,1,-1.34046161174774,2,0.238114237785339,1
"2012",210000,0,48,0,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,3,3,3,4,5,0,6,5,3,159,118,159,3,3,3,0,0,0,2,4,0,0,1,4,4,4,4,4,4,1,1,NA,1,1,0,1,1,1,2.52627182006836,-0.922452747821808,0.239654049277306,1,-0.195746496319771,8,0.238167345523834,1
"2013",640000,1,53,0,640000,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,3,3,1,1,3,5,2,3,2,3,167,130,160,3,2,3,1,1,0,3,3,0,0,1,4,3,3,3,3,3,1,1,6,1,0,1,NA,1,1,-0.94632351398468,NA,0.239654049277306,1,-0.578151047229767,8,0.238349661231041,1
"2014",370000,0,44,0,370000,0,0,0,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,1,1,4,NA,NA,NA,4,NA,4,NA,NA,1,NA,3,2,2,3,3,6,1,4,4,4,5,4,7,1,3,160,80,160,4,4,4,1,1,45,2,4,0,0,1,4,3,3,3,3,3,1,0,4,0,1,0,1,1,1,1.12355446815491,-0.112157203257084,2.39475440979004,0,-0.578151047229767,8,0.238516062498093,1
"2015",440000,0,31,0,440000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,4,3,3,4,5,5,6,4,3,158,102,153,2,1,3,1,0,0,3,2,0,0,1,4,4,4,4,4,4,2,1,5,0,1,0,2,1,1,0.78997415304184,NA,-0.549211859703064,1,-0.578151047229767,8,0.238550752401352,1
"2016",620000,0,51,0,620000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,2,4,4,4,5,3,7,1,3,164,104,150,5,4,4,0,0,0,2,5,0,0,1,4,4,4,4,4,4,2,1,5,0,0,0,2,1,1,0.0324638895690441,-0.755736589431763,1.72357070446014,1,-0.678235471248627,1,0.23857094347477,1
"2017",630000,1,31,1,630000,0,0,1,1,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,3,3,NA,NA,3,3,2,4,2,3,170,120,169,2,1,1,0,0,0,3,3,0,1,1,2,2,3,2,3,3,1,1,6,1,0,0,4,2,1,NA,NA,NA,0,-0.960555553436279,2,0.238623037934303,1
"2018",330000,0,45,0,330000,0,0,0,1,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,4,4,1,4,4,7,8,8,7,2,158,153,157,2,3,3,0,0,NA,2,2,0,1,2,4,3,3,3,3,3,1,1,7,0,1,1,NA,1,1,0.45639380812645,NA,2.39475440979004,1,0.184159517288208,8,0.238724708557129,1
"2019",450000,0,49,0,450000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,3,2,2,3,2,5,7,2,7,5,3,150,103,140,3,3,3,0,0,30,2,3,0,0,1,4,4,3,4,4,3,2,1,6,1,1,0,1,1,1,2.52627182006836,-0.234304621815681,1.72357070446014,0,1.52654492855072,10,0.238867893815041,1
"2020",210000,0,31,0,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,3,3,1,2,4,4,4,4,3,3,160,90,160,3,1,1,0,0,0,2,4,0,0,1,4,4,4,4,4,4,1,1,7,1,1,0,1,2,1,0.932965755462646,-0.922452747821808,-0.455396622419357,1,-0.478066563606262,8,0.23902553319931,1
"2021",510000,0,31,1,510000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,1,3,4,3,3,4,3,2,6,3,4,168,100,167,2,2,2,0,0,0,1,1,0,0,1,4,2,4,3,4,3,2,1,6,0,1,0,3,1,1,NA,NA,-0.431529670953751,1,-0.778319954872131,1,0.239197075366974,1
"2022",520000,0,38,1,520000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,2,2,3,1,3,4,4,4,1,NA,2,NA,4,1,NA,3,3,2,3,2,3,3,3,4,3,2,1,2,1,3,162,120,145.6,3,2,2,0,0,10,2,2,1,0,1,4,4,3,4,3,4,2,1,6,0,1,0,1,1,1,1.94595766067505,-0.144953817129135,0.239654049277306,1,-0.195746496319771,8,0.239315986633301,1
"2023",140000,0,46,1,140000,0,0,0,4,2,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,1,4,3,2,4,2,4,3,6,6,2,170,128,170,3,1,1,0,0,0,2,2,1,1,1,4,4,4,4,4,4,1,0,4,1,0,0,1,3,1,NA,NA,0.239654049277306,0,1.90645098686218,8,0.239518478512764,1
"2024",430000,0,43,0,430000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,2,4,4,4,4,4,4,4,4,4,0,NA,2,2,2,2,2,4,3,3,3,4,5,0,4,4,4,157,112,150,3,1,1,0,0,0,2,3,0,0,1,4,4,4,4,4,4,1,0,7,0,1,0,2,1,1,0.274302244186401,-0.922452747821808,2.39475440979004,1,0.281745463609695,2,0.239646404981613,1
"2025",350000,0,58,1,350000,0,0,0,4,4,4,4,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,99999,99999,1,1,1,1,1,0,1,1,0,3,3,3,4,4,3,NA,NA,NA,2,NA,NA,NA,4,0,NA,4,4,4,2,4,5,4,1,4,4,5,5,5,0,3,163,120,160,2,1,1,0,0,0,2,2,1,1,1,3,4,4,3,3,4,1,1,6,0,1,0,3,1,1,-0.94632351398468,0.844870388507843,-0.431529670953751,1,-0.198245003819466,7,0.239721819758415,1
"2026",370000,1,43,1,370000,0,1,1,1,4,1,5,2,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,3,3,3,3,4,2,1,NA,2,2,NA,2,1,1,1,NA,2,2,2,5,2,6,6,1,4,4,0,0,6,7,3,176,190,176,2,2,2,0,0,5,2,2,1,1,1,4,3,3,2,3,3,1,0,7,0,1,0,3,3,1,0.932965755462646,0.645460605621338,0.239654049277306,1,-1.34046161174774,2,0.239768028259277,1
"2027",430000,1,42,0,430000,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,4,2,2,5,3,5,5,1,1,3,5,5,5,4,2,160,100,160,2,2,3,0,0,0,3,3,0,0,1,1,3,3,2,3,3,1,0,5,1,1,0,4,1,1,-0.660340368747711,0.376478165388107,0.239654049277306,1,-0.578151047229767,2,0.239785939455032,1
"2028",370000,1,49,1,370000,0,0,0,1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,3,3,3,2,3,3,2,2,2,2,2,3,3,2,1,NA,3,2,2,3,3,4,4,1,1,4,0,0,0,0,3,178,160,178,2,1,1,0,0,0,3,3,1,0,1,4,4,3,3,3,3,1,1,6,1,1,0,2,1,1,0.131310671567917,-0.221854105591774,0.239654049277306,1,-0.958057045936584,8,0.240097776055336,1
"2029",210000,0,56,1,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,2,1,5,4,4,3,7,5,3,174,140,174,3,3,1,0,1,30,2,2,1,1,1,4,4,3,4,3,3,1,1,6,1,1,0,2,1,1,-0.449003458023071,1.21099627017975,-1.91544628143311,1,-0.578151047229767,8,0.240150466561317,1
"2030",420000,1,49,0,420000,0,0,0,1,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,2,2,4,3,2,3,3,4,4,2,162,100,160,2,1,1,0,1,0,2,2,0,0,1,3,3,3,2,3,3,1,0,5,0,0,0,3,2,2,0.932965755462646,0.144271776080132,0.239654049277306,0,-0.195746496319771,8,0.24020491540432,1
"2031",620000,0,49,0,620000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,5,5,3,4,3,4,2,4,2,3,160,110,160,2,2,2,1,0,0,3,3,0,0,1,4,4,3,3,3,3,1,1,6,0,1,0,1,1,1,0.932965755462646,-0.922452747821808,2.39475440979004,1,1.90645098686218,10,0.240261435508728,1
"2032",440000,0,48,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,3,4,3,NA,NA,NA,3,NA,3,3,4,1,NA,3,2,2,3,1,3,4,1,3,3,1,1,1,1,4,160,135,160,4,2,2,1,0,0,2,3,1,1,1,4,4,4,4,4,4,2,0,7,0,1,0,NA,1,1,0.635453164577484,0.177068397402763,1.60588848590851,1,0.666648507118225,2,0.240343734622002,1
"2033",320000,0,61,1,320000,0,0,0,4,1,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,3,1,3,2,3,4,3,3,3,166,124,164,2,3,1,0,0,0,1,4,0,1,2,4,3,3,3,3,3,1,0,5,0,1,0,NA,1,1,0.131310671567917,-0.922452747821808,0.239654049277306,1,0.28424397110939,8,0.240522027015686,1
"2034",610000,0,45,0,610000,0,0,0,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,1,3,4,3,2,4,0,2,4,2,3,163,120,155,2,3,3,0,0,0,3,2,0,0,1,4,4,3,4,3,3,2,0,3,1,0,0,2,3,1,0.45639380812645,NA,-0.431529670953751,1,0.66414999961853,1,0.240568101406097,1
"2035",620000,0,47,0,620000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,1,1,2,2,5,1,1,1,1,3,152,100,148,5,4,4,1,0,0,1,1,0,0,1,4,3,3,3,3,3,1,0,4,0,1,1,1,1,1,-0.478248775005341,-0.755736589431763,1.02851998806,1,-0.578151047229767,6,0.240700021386147,1
"2036",420000,1,49,0,420000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,1,3,2,1,1,1,2,2,2,166,96,164,4,1,1,0,0,0,3,2,0,0,1,4,4,3,3,3,3,1,1,NA,0,1,0,1,1,1,-2.25364637374878,-0.922452747821808,0.239654049277306,1,-1.43804752826691,8,0.240930765867233,1
"2037",510000,0,18,0,510000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,2,3,3,1,NA,3,3,NA,3,NA,4,1,NA,5,3,2,1,3,5,4,3,3,3,3,4,0,3,3,170,100,168,2,2,2,0,0,0,3,2,0,0,1,4,4,4,4,4,4,2,1,7,1,1,0,2,2,2,-0.188091710209846,-0.221854105591774,0.910837769508362,1,0.66414999961853,2,0.241047143936157,1
"2038",440000,0,30,0,360000,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,134,80,134,2,4,4,1,0,30,3,2,0,0,1,4,4,2,4,4,4,1,1,6,0,0,0,NA,2,1,-1.95195996761322,-0.922452747821808,2.39475440979004,1,-1.81795346736908,8,0.241116225719452,1
"2039",210000,0,37,1,210000,0,0,1,2,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,4,4,4,4,4,4,NA,4,NA,4,0,NA,5,2,3,1,1,5,4,1,4,4,4,4,4,4,3,172,110,170,2,1,1,0,0,0,2,2,1,1,1,4,3,3,3,3,3,2,1,7,0,1,0,2,4,1,-1.55552661418915,0.144271776080132,1.02851998806,0,-0.0981605499982834,8,0.241441935300827,1
"2040",430000,0,27,0,430000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,4,3,2,4,3,4,4,0,3,3,162,90,158,3,3,2,1,0,0,3,3,0,0,1,4,4,4,4,4,4,2,0,4,0,0,0,1,1,1,0.78997415304184,0.144271776080132,0.239654049277306,1,-0.860471069812775,9,0.241531044244766,1
"2041",370000,0,28,0,370000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,4,4,3,4,3,3,2,NA,3,NA,3,1,NA,4,4,2,5,2,5,4,1,3,3,4,5,7,4,2,164,120,155,2,1,1,0,0,0,3,3,0,0,1,4,4,3,4,4,4,1,1,7,1,1,0,2,1,1,-0.94632351398468,0.131821259856224,-0.431529670953751,1,-0.578151047229767,2,0.241580218076706,1
"2042",530000,0,60,1,530000,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,3,1,4,4,4,3,6,3,3,155,100,160,4,3,3,0,0,0,1,1,1,1,1,4,4,3,4,3,3,3,1,NA,0,1,0,1,1,1,0.78997415304184,NA,0.239654049277306,1,-0.578151047229767,2,0.241639509797096,1
