"","PROVINCE","urban","age","gender","I1_3_1","party","army","sec_lan","f_b_hukou","f_n_hukou","m_b_hukou","m_n_hukou","b_hukou","n_hukou","local_hukou","migrant_hukou","cungaiju","u_w_m","u_c_m","r_m","p_m","uint_add_m","br_m","bus_m","I1_20_1","I1_20_2","n_r_o_i","I1_20_4","I1_20_5","I1_21","I1_22_1","I1_22_2","I1_22_3","tech_edu","I2_10","work_exp","I3a1_1","I3a1_2","I3a1_5","I3a1_9","I3a1_14","I3a1_16_1","I3a1_16_2","I3a1_16_3","I3a1_19_1","I3a1_19_2","I3a1_19_3","I3a1_20_1","I3a1_20_2","I3a1_20_3","I3a1_20_4","I3a1_20_5","I3a1_20_7","I3a1_20_8","I3a1_20_9","I3a1_21","I3a2_1","friend","psychofriend","discussfriend","moneyfriend","memberelect","happy","happycp","I7_7_1","I7_7_2","I7_9","soccls","b_soccls","I7_10_3_1","t_soccls","soctrs","I9_1","I9_2","arm","health","I9_5","I9_6","ill","I9_8","I9_9","I9_10","I9_11","I9_12","I9_14","interviewway","reject","impat","itviewer_trust","fudge","colla","rely","lang","sinitviewer","look","sinitviewee","rtype_u","belief","edu","fedu","medu","jobmean","dinner","socresp","localsc","comlk","plan","u","d"
"4643",430000,1,48,0,430000,1,0,0,2,4,2,4,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,1,1,1,NA,NA,2,1,NA,NA,1,1,NA,3,2,3,3,1,5,5,2,5,4,5,4,7,5,4,156,116,155,2,1,1,0,1,20,2,3,0,0,1,4,4,4,4,4,4,1,0,8,0,1,0,3,1,1,0.78997415304184,1.4758962392807,0.239654049277306,1,1.52654492855072,2,0.558250904083252,1
"4644",520000,0,58,1,520000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,2,2,1,5,2,2,1,5,3,3,170,130,165,2,1,1,0,0,0,2,2,1,1,3,4,4,4,4,4,4,2,1,7,0,1,0,1,1,1,0.503991007804871,-0.698717415332794,-1.12658035755157,1,0.28424397110939,8,0.558273553848267,1
"4645",440000,0,45,0,440000,0,0,0,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,3,2,2,4,5,4,5,2,3,153,96,149,1,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,5,0,0,0,NA,1,1,NA,-0.922452747821808,0.381203234195709,1,-1.33796310424805,8,0.558382749557495,1
"4646",440000,0,59,0,440000,0,0,0,1,4,1,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,2,1,4,4,1,3,3,4,3,5,2,3,154,150,153,3,1,1,0,0,2,3,1,0,0,1,4,4,3,4,4,4,2,1,3,1,1,0,NA,1,1,0.224841892719269,NA,0.239654049277306,0,-0.195746496319771,2,0.558584153652191,1
"4647",370000,0,45,0,370000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,3,1,1,4,5,5,5,5,3,159,120,145,3,1,1,0,0,0,3,3,0,0,1,4,4,4,3,4,3,1,0,6,0,1,1,1,NA,NA,NA,-0.532001256942749,0.239654049277306,1,-0.578151047229767,8,0.558634042739868,1
"4648",330000,0,63,0,330000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,4,6,6,2,5,4,5,5,6,5,4,164,143,158,1,1,2,0,0,NA,3,2,0,0,2,4,4,3,3,3,3,1,1,6,0,0,1,1,1,1,0.464890986680984,NA,0.239654049277306,1,1.90645098686218,8,0.558675765991211,1
"4649",640000,0,52,1,640000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,2,3,3,4,4,4,4,NA,NA,NA,4,1,NA,3,4,4,2,4,3,3,3,4,4,4,3,6,2,3,172,128,168,3,4,4,0,0,15,3,3,0,0,1,4,4,3,3,3,3,1,1,5,0,1,1,3,1,1,-1.13691222667694,-0.299794882535934,1.60588848590851,1,1.90645098686218,2,0.558719396591187,1
"4650",440000,0,56,1,440000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,5,4,1,2,1,5,3,3,2,3,170,120,168,3,2,1,0,0,0,1,2,1,1,1,4,4,4,4,4,4,2,1,3,0,0,0,NA,1,1,1.087486743927,-0.922452747821808,0.239654049277306,1,0.56656402349472,8,0.558757543563843,1
"4651",360000,1,43,1,360000,0,0,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,5,2,6,6,1,4,4,0,0,0,3,3,158,112,150,2,1,1,0,0,0,3,3,1,1,1,4,4,3,4,3,3,2,1,NA,0,0,0,2,1,1,0.443001210689545,-0.922452747821808,0.239654049277306,1,0.28424397110939,2,0.558889806270599,1
"4652",370000,0,55,0,370000,0,0,0,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,2,3,3,4,4,4,4,4,NA,NA,NA,1,NA,2,3,2,2,1,5,3,1,3,4,4,3,5,1,3,150,120,151,2,1,1,0,0,0,2,3,0,0,1,4,4,3,3,3,3,1,1,5,0,1,0,1,1,1,-0.00167685956694186,-0.922452747821808,0.239654049277306,1,0.186658024787903,8,0.558924615383148,1
"4653",450000,0,46,1,450000,0,0,0,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,3,3,3,3,3,1,1,2,1,3,160,120,163,3,2,2,0,0,0,3,2,0,0,1,4,4,3,3,3,3,2,1,5,0,1,0,1,1,1,-0.94632351398468,0.144271776080132,-1.91544628143311,1,0.66414999961853,1,0.559130489826202,1
"4654",420000,0,49,1,420000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,3,3,4,1,1,1,NA,1,1,3,1,3,2,1,NA,5,5,1,5,1,4,4,3,4,2,5,3,8,1,2,176,140,168,3,1,1,1,0,0,1,3,1,0,1,4,4,3,3,4,3,1,1,7,0,1,0,3,1,1,-1.98867523670197,0.608684539794922,0.239654049277306,1,1.0465544462204,2,0.559258043766022,1
"4655",230000,1,55,0,230000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,6,3,4,3,2,5,5,5,5,2,155,134,155,4,4,3,1,0,NA,2,3,0,0,1,4,4,3,4,4,4,1,0,5,0,1,1,3,1,1,-0.326760023832321,NA,-1.22039556503296,1,0.56656402349472,7,0.559316456317902,1
"4656",630000,1,40,0,330000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,2,3,2,4,4,6,3,3,169,130,160,3,2,1,0,0,0,3,3,0,0,1,4,4,3,2,3,3,1,0,6,0,1,1,2,1,1,NA,NA,-1.22039556503296,0,-1.34046161174774,8,0.559463024139404,1
"4657",350000,0,38,0,350000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,0,0,0,3,6,6,5,5,4,10,10,10,10,3,162,120,162,3,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,8,0,1,1,1,1,1,2.52627182006836,0.234087616205215,0.263521015644073,1,1.0465544462204,8,0.559618592262268,1
"4658",340000,0,58,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,3,3,3,4,4,3,5,2,3,153,85,152,3,2,1,1,0,100,3,2,0,0,1,1,3,2,3,3,3,1,1,5,1,1,1,NA,1,1,-0.803331911563873,-0.690246343612671,0.239654049277306,1,-0.195746496319771,2,0.559813737869263,1
"4659",350000,0,39,0,350000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,5,4,2,5,4,6,5,7,3,3,167,106,156,1,2,1,0,0,0,3,3,0,0,1,4,3,3,2,3,3,3,0,6,0,0,0,NA,1,1,2.08576774597168,-0.922452747821808,0.239654049277306,1,0.28424397110939,6,0.559818983078003,1
"4660",320000,1,24,0,320000,0,0,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,2,1,2,4,4,3,1,1,4,1,4,4,4,4,1,NA,2,2,2,2,3,6,6,1,5,4,5,1,6,3,2,157,113,143,1,1,1,0,0,30,3,3,0,1,1,4,4,3,4,4,3,1,1,8,0,0,0,3,1,1,1.86760830879211,2.23257660865784,0.239654049277306,1,-1.05564296245575,1,0.559887945652008,1
"4661",620000,0,50,0,620000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,3,1,2,3,4,3,5,2,4,160,110,157,3,1,1,0,0,0,1,1,0,0,1,4,4,4,4,4,3,1,1,6,1,1,0,1,1,1,1.79561054706573,0.74260401725769,2.39475440979004,1,-0.578151047229767,1,0.560082316398621,1
"4662",440000,1,22,1,440000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,4,3,4,4,3,3,7,3,2,165,110,167,3,1,1,0,0,0,2,4,0,0,1,4,4,4,4,4,4,2,1,6,0,0,0,4,3,2,NA,NA,-0.549211859703064,1,-0.958057045936584,1,0.560211896896362,1
"4663",320000,1,23,1,320000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,2,2,4,4,1,4,4,4,2,1,4,4,4,1,NA,2,2,2,2,3,4,3,1,4,4,5,5,0,5,2,160,100,148,2,1,1,0,0,0,4,2,1,0,1,4,4,3,1,3,3,1,1,6,0,1,0,4,2,1,0.78997415304184,0.430093377828598,-0.431529670953751,1,1.14414048194885,2,0.560520589351654,1
"4664",650000,0,27,0,650000,0,0,0,1,2,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,4,5,2,4,4,4,4,6,4,3,155,90,155,3,1,1,0,0,60,4,2,0,0,2,4,4,4,4,4,4,2,0,6,0,0,1,2,3,2,0.78997415304184,0.144271776080132,-0.431529670953751,1,0.66414999961853,1,0.560593962669373,1
"4665",140000,0,40,0,140000,0,0,0,5,4,5,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,6,6,1,3,5,10,10,10,0,3,160,110,160,1,1,1,0,0,0,3,3,0,0,1,4,4,3,3,3,3,2,1,4,0,1,0,1,1,1,NA,-0.922452747821808,0.239654049277306,1,-0.578151047229767,8,0.560771465301514,1
"4666",530000,0,41,0,530000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,3,3,4,4,3,3,4,2,3,152,100,150,3,2,2,1,0,30,2,2,0,0,1,4,4,3,3,3,3,2,0,4,0,1,0,1,1,1,0.78997415304184,-0.922452747821808,0.239654049277306,1,0.66414999961853,2,0.561018884181976,1
"4667",420000,1,46,1,420000,0,0,1,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,3,3,3,2,1,1,4,NA,3,2,2,2,2,2,1,NA,5,2,2,2,3,3,3,3,5,1,3,4,5,8,2,174,150,168,2,1,1,0,0,0,4,2,0,1,1,1,4,4,4,4,4,1,1,6,0,0,0,3,3,1,0.69644296169281,0.144271776080132,0.934704720973969,1,0.281745463609695,2,0.561060011386871,1
"4668",440000,1,23,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,2,3,3,2,1,1,2,1,1,1,1,2,1,NA,2,2,2,2,6,4,5,3,3,4,4,4,6,6,2,160,86,147,3,2,2,0,0,3,3,3,0,0,1,1,4,3,3,4,4,1,0,7,0,0,1,3,1,1,-1.56891930103302,0.209762036800385,0.817022562026978,1,-1.34046161174774,6,0.561098515987396,1
"4669",520000,0,54,1,520000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,4,3,1,4,2,5,3,6,2,3,165,110,158,1,1,1,0,0,0,3,3,1,0,1,4,4,4,4,4,4,2,0,5,0,1,0,2,1,1,-0.94632351398468,NA,0.381203234195709,1,-0.578151047229767,8,0.561190545558929,1
"4670",440000,0,62,0,440000,0,0,0,1,4,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,4,1,3,4,1,2,2,2,3,159,130,158,2,1,1,0,0,0,3,3,0,0,1,4,4,3,2,3,3,2,1,5,1,0,0,NA,1,1,NA,-0.690246343612671,-1.10271334648132,1,0.666648507118225,8,0.561221897602081,1
"4671",130000,1,51,0,130000,0,0,0,2,5,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,5,5,3,3,1,3,3,3,2,3,165,120,164,3,1,1,0,0,0,3,2,0,0,1,4,4,4,4,4,4,1,0,5,0,0,0,3,1,1,-2.25364637374878,NA,0.239654049277306,1,-0.958057045936584,8,0.561271190643311,1
"4672",320000,0,49,1,320000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,3,3,3,2,1,2,2,2,2,1,1,2,2,2,1,NA,5,5,2,5,1,5,5,1,5,4,5,4,6,5,3,177,150,155,2,1,1,0,0,0,3,2,1,1,1,4,4,4,4,3,3,1,0,7,0,1,1,3,1,1,0.499817103147507,0.144271776080132,0.239654049277306,1,0.28424397110939,2,0.561372518539429,1
"4673",220000,1,36,0,370000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,6,6,2,4,4,2,1,3,1,2,150,85,150,3,1,1,0,0,0,1,2,1,0,1,4,4,4,4,4,4,1,0,4,0,0,0,NA,2,1,0.932965755462646,NA,0.934704720973969,1,0.184159517288208,8,0.561640560626984,1
"4674",320000,1,24,1,340000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,2,2,3,3,3,3,2,3,3,3,3,1,NA,2,2,2,2,3,3,4,3,4,2,4,4,6,5,3,170,130,165,1,1,2,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,0,6,0,0,0,2,2,1,0.464890986680984,0.510397672653198,-1.22039556503296,1,-0.578151047229767,2,0.561936318874359,1
"4675",370000,0,55,0,370000,0,0,0,4,1,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,5,5,2,4,4,3,2,4,3,2,155,140,155,2,2,2,0,0,0,2,2,0,0,1,4,4,3,3,3,3,1,1,7,0,1,0,1,1,1,-0.803331911563873,-0.922452747821808,-1.22039556503296,1,0.56656402349472,8,0.56211918592453,1
"4676",440000,0,40,0,450000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,4,3,4,4,4,4,3,NA,4,4,4,1,NA,2,2,2,2,2,3,4,1,4,4,5,3,5,5,3,155,110,155,3,1,1,0,0,0,3,3,0,0,1,4,4,3,4,4,3,2,1,5,1,1,0,1,NA,NA,-0.94632351398468,-0.922452747821808,0.239654049277306,1,0.186658024787903,8,0.562210619449615,1
"4677",330000,0,33,0,330000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,4,1,4,NA,NA,4,4,NA,NA,NA,4,1,NA,3,2,3,2,6,4,4,1,2,2,5,4,6,6,3,157,130,150,3,2,1,1,0,12,2,2,0,0,1,4,4,4,4,4,4,1,1,3,0,0,0,1,1,1,-0.0878525599837303,-0.922452747821808,-0.431529670953751,1,-0.0956620499491692,2,0.562499046325684,1
"4678",510000,0,62,0,510000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,4,2,3,4,3,3,6,2,3,158,110,156,3,3,2,0,0,0,2,1,0,0,1,3,4,4,4,4,3,2,1,NA,0,1,0,1,1,1,-0.188091710209846,1.60981583595276,-0.431529670953751,1,0.281745463609695,8,0.562580108642578,1
"4679",430000,0,50,0,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99999,99999,99999,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,4,1,5,4,5,2,5,1,3,158,102,150,3,1,1,0,0,0,2,1,0,0,1,4,4,4,4,4,4,1,0,NA,0,1,0,1,1,1,NA,-0.690246343612671,-1.19652855396271,1,0.184159517288208,8,0.562728404998779,1
"4680",320000,0,50,0,320000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,3,5,4,4,3,5,7,5,3,2,161,150,154,3,4,1,1,0,0,4,2,0,0,1,4,4,4,4,4,4,1,0,5,1,1,0,1,1,1,-2.25364637374878,-0.922452747821808,2.39475440979004,1,-1.05564296245575,8,0.562970876693726,1
"4681",440000,1,26,0,530000,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,5,1,4,3,5,3,7,5,3,163,126,165,3,1,2,0,0,0,3,3,0,0,1,4,4,3,3,3,3,1,0,7,0,0,1,3,1,1,-2.55380749702454,NA,0.239654049277306,1,-0.578151047229767,1,0.563111186027527,1
"4682",440000,0,19,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,1,3,3,2,4,3,4,4,5,5,2,166,110,150,2,1,1,0,0,0,3,3,0,1,1,4,4,3,3,3,3,2,0,8,0,1,0,3,1,1,NA,0.144271776080132,-0.431529670953751,1,1.14414048194885,2,0.563192129135132,1
"4683",450000,1,58,0,450000,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,6,1,1,1,3,2,2,2,1,3,170,130,170,3,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,9,0,1,0,4,1,1,0.78997415304184,-0.922452747821808,0.239654049277306,1,-0.958057045936584,8,0.563458204269409,1
"4684",610000,0,50,1,610000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,2,1,4,3,1,4,4,1,1,1,1,3,170,120,160,2,3,3,0,0,0,1,1,1,0,1,3,4,3,3,3,3,2,1,6,0,0,0,NA,1,1,0.78997415304184,-0.922452747821808,-1.22039556503296,1,1.90645098686218,8,0.563809990882874,1
"4685",150000,0,23,0,150000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,3,6,6,1,5,3,5,5,5,4,3,160,100,159,3,1,1,0,0,NA,3,3,0,0,1,4,4,4,2,4,3,2,1,9,0,0,0,4,4,1,NA,NA,0.239654049277306,1,-1.34296000003815,1,0.563879907131195,1
"4686",440000,1,43,1,440000,1,0,0,1,4,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,3,3,3,4,4,2,1,NA,NA,2,2,2,2,2,1,NA,2,2,2,2,3,6,5,1,5,4,5,0,0,3,3,168,163,168,2,1,1,0,0,0,3,3,0,0,1,2,2,3,2,3,3,1,0,NA,0,1,0,4,2,1,2.52627182006836,0.144271776080132,0.239654049277306,1,-0.195746496319771,2,0.564270555973053,1
"4687",370000,0,42,1,370000,0,0,0,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,2,2,5,4,4,3,6,2,2,168,120,168,3,1,1,0,0,0,3,3,0,1,1,4,4,3,3,3,3,2,0,7,1,1,0,1,1,1,-0.803331911563873,NA,-0.455396622419357,1,-0.195746496319771,8,0.564407110214233,1
"4688",440000,0,56,1,440000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,4,2,1,1,2,5,3,3,1,3,160,100,159,4,4,1,0,0,0,2,1,1,0,1,4,4,3,3,3,3,2,1,4,0,1,0,2,1,1,-0.455217331647873,-0.922452747821808,0.239654049277306,1,-0.37798210978508,8,0.564470887184143,1
"4689",650000,0,19,1,650000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,5,5,4,4,4,7,5,9,5,3,170,116,175,2,1,1,0,0,0,1,1,0,0,2,4,4,3,4,4,3,2,0,6,0,1,1,2,2,1,2.52627182006836,NA,0.239654049277306,1,1.52654492855072,1,0.56469589471817,1
"4690",330000,0,18,0,330000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,5,3,3,5,0,0,7,0,3,178,120,161,3,1,3,0,0,0,2,3,0,0,1,4,4,4,4,4,4,1,1,7,0,0,0,2,2,1,NA,NA,-0.431529670953751,1,-0.958057045936584,2,0.564937591552734,1
"4691",5e+05,1,49,0,5e+05,1,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,1,5,5,3,4,4,5,5,8,5,3,153,104,140,3,1,4,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,0,9,0,1,0,3,1,1,0.78997415304184,NA,0.239654049277306,1,1.52654492855072,8,0.564971268177032,1
